name,type1,type2,ability1,ability2,ability3,formats,hp,atk,def,spa,spd,spe
Steelix,"Steel
Ground",,Rock Head,Sheer Force,Sturdy,['National Dex'],"HP
75","Atk
85","Def
200","SpA
55","SpD
65","Spe
30"
Steelix-Mega,"Steel
Ground",,Sand Force,,,['National Dex'],"HP
75","Atk
125","Def
230","SpA
55","SpD
95","Spe
30"
Steenee,Grass,,Leaf Guard,Sweet Veil,Oblivious,['NFE'],"HP
52","Atk
40","Def
48","SpA
40","SpD
48","Spe
62"
Stonjourner,Rock,,Power Spot,,,['ZU'],"HP
100","Atk
125","Def
135","SpA
20","SpD
20","Spe
70"
Stoutland,Normal,,Intimidate,Scrappy,Sand Rush,['National Dex'],"HP
85","Atk
110","Def
90","SpA
45","SpD
90","Spe
80"
Stratagem,Rock,,Levitate,Sniper,Technician,['CAP'],"HP
90","Atk
60","Def
65","SpA
120","SpD
70","Spe
130"
Stufful,"Normal
Fighting",,Fluffy,Cute Charm,Klutz,['National Dex'],"HP
70","Atk
75","Def
50","SpA
45","SpD
50","Spe
50"
Stunfisk,"Ground
Electric",,Static,Sand Veil,Limber,['National Dex'],"HP
109","Atk
66","Def
84","SpA
81","SpD
99","Spe
32"
Stunfisk-Galar,"Ground
Steel",,Mimicry,,,['National Dex'],"HP
109","Atk
81","Def
99","SpA
66","SpD
84","Spe
32"
Stunky,"Poison
Dark",,Stench,Keen Eye,Aftermath,['LC'],"HP
63","Atk
63","Def
47","SpA
41","SpD
41","Spe
74"
Sudowoodo,Rock,,Sturdy,Rattled,Rock Head,['ZU'],"HP
70","Atk
100","Def
115","SpA
30","SpD
65","Spe
30"
Suicune,Water,,Pressure,Inner Focus,,['NUBL'],"HP
100","Atk
75","Def
115","SpA
90","SpD
115","Spe
85"
Sunflora,Grass,,Chlorophyll,Early Bird,Solar Power,['ZU'],"HP
75","Atk
75","Def
55","SpA
105","SpD
85","Spe
30"
Sunkern,Grass,,Chlorophyll,Early Bird,Solar Power,['LC'],"HP
30","Atk
30","Def
30","SpA
30","SpD
30","Spe
30"
Surskit,"Bug
Water",,Swift Swim,Rain Dish,,['LC'],"HP
40","Atk
30","Def
32","SpA
50","SpD
52","Spe
65"
Swablu,"Normal
Flying",,Natural Cure,Cloud Nine,,['LC'],"HP
45","Atk
40","Def
60","SpA
40","SpD
75","Spe
50"
Swadloon,"Bug
Grass",,Leaf Guard,Overcoat,Chlorophyll,['NFE'],"HP
55","Atk
63","Def
90","SpA
50","SpD
80","Spe
42"
Swalot,Poison,,Liquid Ooze,Gluttony,Sticky Hold,['ZU'],"HP
100","Atk
73","Def
83","SpA
73","SpD
83","Spe
55"
Swampert,"Water
Ground",,Torrent,Damp,,['NU'],"HP
100","Atk
110","Def
90","SpA
85","SpD
90","Spe
60"
Swampert-Mega,"Water
Ground",,Swift Swim,,,['National Dex'],"HP
100","Atk
150","Def
110","SpA
95","SpD
110","Spe
70"
Swanna,"Water
Flying",,Keen Eye,Hydration,Big Pecks,['ZU'],"HP
75","Atk
87","Def
63","SpA
87","SpD
63","Spe
98"
Swellow,"Normal
Flying",,Guts,Scrappy,,['National Dex'],"HP
60","Atk
85","Def
60","SpA
75","SpD
50","Spe
125"
Swinub,"Ice
Ground",,Oblivious,Thick Fat,Snow Cloak,['LC'],"HP
50","Atk
50","Def
40","SpA
30","SpD
30","Spe
50"
Swirlix,Fairy,,Sweet Veil,Unburden,,['National Dex'],"HP
62","Atk
48","Def
66","SpA
59","SpD
57","Spe
49"
Swirlpool,Water,,Torrent,Poison Heal,,[],"HP
61","Atk
49","Def
70","SpA
50","SpD
62","Spe
28"
Swoobat,"Psychic
Flying",,Unaware,Simple,Klutz,['National Dex'],"HP
67","Atk
57","Def
55","SpA
77","SpD
55","Spe
114"
Syclant,"Ice
Bug",,Compound Eyes,Ice Body,Mountaineer,['CAP'],"HP
70","Atk
116","Def
70","SpA
114","SpD
64","Spe
121"
Syclar,"Ice
Bug",,Compound Eyes,Ice Body,Snow Cloak,[],"HP
40","Atk
76","Def
45","SpA
74","SpD
39","Spe
91"
Sylveon,Fairy,,Cute Charm,Pixilate,,['NU'],"HP
95","Atk
65","Def
65","SpA
110","SpD
130","Spe
60"
Tactite,Rock,,Levitate,Sniper,Technician,[],"HP
70","Atk
40","Def
65","SpA
100","SpD
65","Spe
95"
Tadbulb,Electric,,Own Tempo,Damp,Static,['LC'],"HP
61","Atk
31","Def
41","SpA
59","SpD
35","Spe
45"
Taillow,"Normal
Flying",,Guts,Scrappy,,['National Dex'],"HP
40","Atk
55","Def
30","SpA
30","SpD
30","Spe
85"
Talonflame,"Fire
Flying",,Flame Body,Gale Wings,,['RU'],"HP
78","Atk
81","Def
71","SpA
74","SpD
69","Spe
126"
Tandemaus,Normal,,Run Away,Own Tempo,Pickup,['LC'],"HP
50","Atk
50","Def
45","SpA
40","SpD
45","Spe
75"
Tangela,Grass,,Chlorophyll,Regenerator,Leaf Guard,['National Dex'],"HP
65","Atk
55","Def
115","SpA
100","SpD
40","Spe
60"
Tangrowth,Grass,,Chlorophyll,Regenerator,Leaf Guard,['National Dex'],"HP
100","Atk
100","Def
125","SpA
110","SpD
50","Spe
50"
Tapu Bulu,"Grass
Fairy",,Grassy Surge,Telepathy,,['National Dex'],"HP
70","Atk
130","Def
115","SpA
85","SpD
95","Spe
75"
Tapu Fini,"Water
Fairy",,Misty Surge,Telepathy,,['National Dex'],"HP
70","Atk
75","Def
115","SpA
95","SpD
130","Spe
85"
Tapu Koko,"Electric
Fairy",,Electric Surge,Telepathy,,['National Dex'],"HP
70","Atk
115","Def
85","SpA
95","SpD
75","Spe
130"
Tapu Lele,"Psychic
Fairy",,Psychic Surge,Telepathy,,['National Dex'],"HP
70","Atk
85","Def
75","SpA
130","SpD
115","Spe
95"
Tarountula,Bug,,Insomnia,Stakeout,,['LC'],"HP
35","Atk
41","Def
45","SpA
29","SpD
40","Spe
20"
Tatsugiri,"Dragon
Water",,Commander,Storm Drain,,['PU'],"HP
68","Atk
50","Def
60","SpA
120","SpD
95","Spe
82"
Tauros,Normal,,Intimidate,Sheer Force,Anger Point,['ZU'],"HP
75","Atk
100","Def
95","SpA
40","SpD
70","Spe
110"
Tauros-Paldea-Aqua,"Fighting
Water",,Intimidate,Cud Chew,Anger Point,['NU'],"HP
75","Atk
110","Def
105","SpA
30","SpD
70","Spe
100"
Tauros-Paldea-Blaze,"Fighting
Fire",,Intimidate,Cud Chew,Anger Point,['PU'],"HP
75","Atk
110","Def
105","SpA
30","SpD
70","Spe
100"
Tauros-Paldea-Combat,Fighting,,Intimidate,Cud Chew,Anger Point,['ZU'],"HP
75","Atk
110","Def
105","SpA
30","SpD
70","Spe
100"
Teddiursa,Normal,,Pickup,Honey Gather,Quick Feet,['LC'],"HP
60","Atk
80","Def
50","SpA
50","SpD
50","Spe
40"
Tentacool,"Water
Poison",,Clear Body,Rain Dish,Liquid Ooze,['LC'],"HP
40","Atk
40","Def
35","SpA
50","SpD
100","Spe
70"
Tentacruel,"Water
Poison",,Clear Body,Rain Dish,Liquid Ooze,['NU'],"HP
80","Atk
70","Def
65","SpA
80","SpD
120","Spe
100"
Tepig,Fire,,Blaze,Thick Fat,,['LC'],"HP
65","Atk
63","Def
45","SpA
45","SpD
45","Spe
45"
Terapagos,Normal,,Tera Shift,,,['Uber'],"HP
90","Atk
65","Def
85","SpA
65","SpD
85","Spe
60"
Terapagos-Stellar,Normal,,Teraform Zero,,,['Uber'],"HP
160","Atk
105","Def
110","SpA
130","SpD
110","Spe
85"
Terapagos-Terastal,Normal,,Tera Shell,,,['Uber'],"HP
95","Atk
95","Def
110","SpA
105","SpD
110","Spe
85"
Terrakion,"Rock
Fighting",,Justified,,,['RU'],"HP
91","Atk
129","Def
90","SpA
72","SpD
90","Spe
108"
Thievul,Dark,,Run Away,Stakeout,Unburden,['National Dex'],"HP
70","Atk
58","Def
58","SpA
87","SpD
92","Spe
90"
Throh,Fighting,,Guts,Mold Breaker,Inner Focus,['National Dex'],"HP
120","Atk
100","Def
85","SpA
30","SpD
85","Spe
45"
Thundurus,"Electric
Flying",,Prankster,Defiant,,['RUBL'],"HP
79","Atk
115","Def
70","SpA
125","SpD
80","Spe
111"
Thundurus-Therian,"Electric
Flying",,Volt Absorb,,,['UU'],"HP
79","Atk
105","Def
70","SpA
145","SpD
80","Spe
101"
Thwackey,Grass,,Overgrow,Grassy Surge,,['NFE'],"HP
70","Atk
85","Def
70","SpA
55","SpD
60","Spe
80"
Timburr,Fighting,,Guts,Iron Fist,Sheer Force,['LC'],"HP
75","Atk
80","Def
55","SpA
25","SpD
35","Spe
35"
Ting-Lu,"Dark
Ground",,Vessel of Ruin,,,['OU'],"HP
155","Atk
110","Def
125","SpA
55","SpD
80","Spe
45"
Tinkatink,"Fairy
Steel",,Mold Breaker,Pickpocket,Own Tempo,['LC'],"HP
50","Atk
45","Def
45","SpA
35","SpD
64","Spe
58"
Tinkaton,"Fairy
Steel",,Mold Breaker,Pickpocket,Own Tempo,['UU'],"HP
85","Atk
75","Def
77","SpA
70","SpD
105","Spe
94"
Tinkatuff,"Fairy
Steel",,Mold Breaker,Pickpocket,Own Tempo,['NFE'],"HP
65","Atk
55","Def
55","SpA
45","SpD
82","Spe
78"
Tirtouga,"Water
Rock",,Solid Rock,Swift Swim,Sturdy,['National Dex'],"HP
54","Atk
78","Def
103","SpA
53","SpD
45","Spe
22"
Toedscool,"Ground
Grass",,Mycelium Might,,,['LC'],"HP
40","Atk
40","Def
35","SpA
50","SpD
100","Spe
70"
Toedscruel,"Ground
Grass",,Mycelium Might,,,['ZU'],"HP
80","Atk
70","Def
65","SpA
80","SpD
120","Spe
100"
Togedemaru,"Electric
Steel",,Iron Barbs,Sturdy,Lightning Rod,['National Dex'],"HP
65","Atk
98","Def
63","SpA
40","SpD
73","Spe
96"
Togedemaru-Totem,"Electric
Steel",,Sturdy,,,['National Dex'],"HP
65","Atk
98","Def
63","SpA
40","SpD
73","Spe
96"
Togekiss,"Fairy
Flying",,Hustle,Super Luck,Serene Grace,['National Dex'],"HP
85","Atk
50","Def
95","SpA
120","SpD
115","Spe
80"
Togepi,Fairy,,Hustle,Super Luck,Serene Grace,['National Dex'],"HP
35","Atk
20","Def
65","SpA
40","SpD
65","Spe
20"
Togetic,"Fairy
Flying",,Hustle,Super Luck,Serene Grace,['National Dex'],"HP
55","Atk
40","Def
85","SpA
80","SpD
105","Spe
40"
Tomohawk,"Flying
Fighting",,Intimidate,Justified,Prankster,['CAP'],"HP
105","Atk
60","Def
90","SpA
115","SpD
80","Spe
85"
Torchic,Fire,,Blaze,Speed Boost,,['LC'],"HP
45","Atk
60","Def
40","SpA
70","SpD
50","Spe
45"
Torkoal,Fire,,White Smoke,Shell Armor,Drought,['RU'],"HP
70","Atk
85","Def
140","SpA
85","SpD
70","Spe
20"
Tornadus,Flying,,Prankster,Defiant,,['ZUBL'],"HP
79","Atk
115","Def
70","SpA
125","SpD
80","Spe
111"
Tornadus-Therian,Flying,,Regenerator,,,['UU'],"HP
79","Atk
100","Def
80","SpA
110","SpD
90","Spe
121"
Torracat,Fire,,Blaze,Intimidate,,['NFE'],"HP
65","Atk
85","Def
50","SpA
80","SpD
50","Spe
90"
Torterra,"Grass
Ground",,Overgrow,Shell Armor,,['NU'],"HP
95","Atk
109","Def
105","SpA
75","SpD
85","Spe
56"
Totodile,Water,,Torrent,Sheer Force,,['LC'],"HP
50","Atk
65","Def
64","SpA
44","SpD
48","Spe
43"
Toucannon,"Normal
Flying",,Keen Eye,Sheer Force,Skill Link,['ZU'],"HP
80","Atk
120","Def
75","SpA
75","SpD
75","Spe
60"
Toxapex,"Poison
Water",,Merciless,Regenerator,Limber,['UU'],"HP
50","Atk
63","Def
152","SpA
53","SpD
142","Spe
35"
Toxel,"Electric
Poison",,Rattled,Klutz,Static,['LC'],"HP
40","Atk
38","Def
35","SpA
54","SpD
35","Spe
40"
Toxicroak,"Poison
Fighting",,Anticipation,Poison Touch,Dry Skin,['NU'],"HP
83","Atk
106","Def
65","SpA
86","SpD
65","Spe
85"
Toxtricity,"Electric
Poison",,Punk Rock,Technician,Plus,['PU'],"HP
75","Atk
98","Def
70","SpA
114","SpD
70","Spe
75"
Toxtricity-Gmax,"Electric
Poison",,Punk Rock,Technician,Plus,['National Dex'],"HP
75","Atk
98","Def
70","SpA
114","SpD
70","Spe
75"
Toxtricity-Low-Key,"Electric
Poison",,Punk Rock,Technician,Minus,['PU'],"HP
75","Atk
98","Def
70","SpA
114","SpD
70","Spe
75"
Toxtricity-Low-Key-Gmax,"Electric
Poison",,Punk Rock,Technician,Minus,['National Dex'],"HP
75","Atk
98","Def
70","SpA
114","SpD
70","Spe
75"
Tranquill,"Normal
Flying",,Big Pecks,Rivalry,Super Luck,['National Dex'],"HP
62","Atk
77","Def
62","SpA
50","SpD
42","Spe
65"
Trapinch,Ground,,Hyper Cutter,Sheer Force,Arena Trap,['LC'],"HP
45","Atk
100","Def
45","SpA
45","SpD
45","Spe
10"
Treecko,Grass,,Overgrow,Unburden,,['LC'],"HP
40","Atk
45","Def
35","SpA
65","SpD
55","Spe
70"
Trevenant,"Ghost
Grass",,Natural Cure,Harvest,Frisk,['ZU'],"HP
85","Atk
110","Def
76","SpA
65","SpD
82","Spe
56"
Tropius,"Grass
Flying",,Chlorophyll,Harvest,Solar Power,['ZU'],"HP
99","Atk
68","Def
83","SpA
72","SpD
87","Spe
51"
Trubbish,Poison,,Stench,Aftermath,Sticky Hold,['National Dex'],"HP
50","Atk
50","Def
62","SpA
40","SpD
62","Spe
65"
Trumbeak,"Normal
Flying",,Keen Eye,Pickup,Skill Link,['NFE'],"HP
55","Atk
85","Def
50","SpA
40","SpD
50","Spe
75"
Tsareena,Grass,,Leaf Guard,Sweet Veil,Queenly Majesty,['NU'],"HP
72","Atk
120","Def
98","SpA
50","SpD
98","Spe
72"
Turtonator,"Fire
Dragon",,Shell Armor,,,['National Dex'],"HP
60","Atk
78","Def
135","SpA
91","SpD
85","Spe
36"
Turtwig,Grass,,Overgrow,Shell Armor,,['LC'],"HP
55","Atk
68","Def
64","SpA
45","SpD
55","Spe
31"
Tympole,Water,,Swift Swim,Water Absorb,Hydration,['National Dex'],"HP
50","Atk
50","Def
40","SpA
50","SpD
40","Spe
64"
Tynamo,Electric,,Levitate,,,['LC'],"HP
35","Atk
55","Def
40","SpA
45","SpD
40","Spe
60"
Type: Null,Normal,,Battle Armor,,,['National Dex'],"HP
95","Atk
95","Def
95","SpA
95","SpD
95","Spe
59"
Typhlosion,Fire,,Blaze,Flash Fire,,['ZU'],"HP
78","Atk
84","Def
78","SpA
109","SpD
85","Spe
100"
Typhlosion-Hisui,"Fire
Ghost",,Blaze,Frisk,,['NU'],"HP
73","Atk
84","Def
78","SpA
119","SpD
85","Spe
95"
Tyranitar,"Rock
Dark",,Sand Stream,Unnerve,,['UU'],"HP
100","Atk
134","Def
110","SpA
95","SpD
100","Spe
61"
Tyranitar-Mega,"Rock
Dark",,Sand Stream,,,['National Dex'],"HP
100","Atk
164","Def
150","SpA
95","SpD
120","Spe
71"
Tyrantrum,"Rock
Dragon",,Strong Jaw,Rock Head,,['National Dex'],"HP
82","Atk
121","Def
119","SpA
69","SpD
59","Spe
71"
Tyrogue,Fighting,,Guts,Vital Spirit,Steadfast,['LC'],"HP
35","Atk
35","Def
35","SpA
35","SpD
35","Spe
35"
Tyrunt,"Rock
Dragon",,Strong Jaw,Sturdy,,['National Dex'],"HP
58","Atk
89","Def
77","SpA
45","SpD
45","Spe
48"
Umbreon,Dark,,Synchronize,Inner Focus,,['RU'],"HP
95","Atk
65","Def
110","SpA
60","SpD
130","Spe
65"
Unfezant,"Normal
Flying",,Big Pecks,Rivalry,Super Luck,['National Dex'],"HP
80","Atk
115","Def
80","SpA
65","SpD
55","Spe
93"
Unown,Psychic,,Levitate,,,['National Dex'],"HP
48","Atk
72","Def
48","SpA
72","SpD
48","Spe
48"
Ursaluna,"Ground
Normal",,Guts,Unnerve,Bulletproof,['UUBL'],"HP
130","Atk
140","Def
105","SpA
45","SpD
80","Spe
50"
Ursaluna-Bloodmoon,"Ground
Normal",,Mind's Eye,,,['Uber'],"HP
113","Atk
70","Def
120","SpA
135","SpD
65","Spe
52"
Ursaring,Normal,,Guts,Unnerve,Quick Feet,['NFE'],"HP
90","Atk
130","Def
75","SpA
75","SpD
75","Spe
55"
Urshifu,"Fighting
Dark",,Unseen Fist,,,['Uber'],"HP
100","Atk
130","Def
100","SpA
63","SpD
60","Spe
97"
Urshifu-Gmax,"Fighting
Dark",,Unseen Fist,,,['National Dex'],"HP
100","Atk
130","Def
100","SpA
63","SpD
60","Spe
97"
Urshifu-Rapid-Strike,"Fighting
Water",,Unseen Fist,,,['Uber'],"HP
100","Atk
130","Def
100","SpA
63","SpD
60","Spe
97"
Urshifu-Rapid-Strike-Gmax,"Fighting
Water",,Unseen Fist,,,['National Dex'],"HP
100","Atk
130","Def
100","SpA
63","SpD
60","Spe
97"
Uxie,Psychic,,Levitate,,,['ZUBL'],"HP
75","Atk
75","Def
130","SpA
75","SpD
130","Spe
95"
Vanillish,Ice,,Ice Body,Weak Armor,Snow Cloak,['National Dex'],"HP
51","Atk
65","Def
65","SpA
80","SpD
75","Spe
59"
Vanillite,Ice,,Ice Body,Weak Armor,Snow Cloak,['National Dex'],"HP
36","Atk
50","Def
50","SpA
65","SpD
60","Spe
44"
Vanilluxe,Ice,,Ice Body,Weak Armor,Snow Warning,['National Dex'],"HP
71","Atk
95","Def
85","SpA
110","SpD
95","Spe
79"
Vaporeon,Water,,Water Absorb,Hydration,,['NU'],"HP
130","Atk
65","Def
60","SpA
110","SpD
95","Spe
65"
Varoom,"Steel
Poison",,Overcoat,Slow Start,,['LC'],"HP
45","Atk
70","Def
63","SpA
30","SpD
45","Spe
47"
Veluza,"Water
Psychic",,Mold Breaker,Sharpness,,['ZU'],"HP
90","Atk
102","Def
73","SpA
78","SpD
65","Spe
70"
Venipede,"Bug
Poison",,Poison Point,Speed Boost,Swarm,['National Dex'],"HP
30","Atk
45","Def
59","SpA
30","SpD
39","Spe
57"
Venomicon,"Poison
Flying",,Stamina,Power of Alchemy,,['CAP'],"HP
85","Atk
50","Def
113","SpA
118","SpD
90","Spe
64"
Venomicon-Epilogue,"Poison
Flying",,Tinted Lens,,,['CAP'],"HP
85","Atk
102","Def
85","SpA
62","SpD
85","Spe
101"
Venomoth,"Bug
Poison",,Shield Dust,Wonder Skin,Tinted Lens,['ZU'],"HP
70","Atk
65","Def
60","SpA
90","SpD
75","Spe
90"
Venonat,"Bug
Poison",,Compound Eyes,Run Away,Tinted Lens,['LC'],"HP
60","Atk
55","Def
50","SpA
40","SpD
55","Spe
45"
Venusaur,"Grass
Poison",,Overgrow,Chlorophyll,,['PU'],"HP
80","Atk
82","Def
83","SpA
100","SpD
100","Spe
80"
Venusaur-Gmax,"Grass
Poison",,Overgrow,Chlorophyll,,['National Dex'],"HP
80","Atk
82","Def
83","SpA
100","SpD
100","Spe
80"
Venusaur-Mega,"Grass
Poison",,Thick Fat,,,['National Dex'],"HP
80","Atk
100","Def
123","SpA
122","SpD
120","Spe
80"
Vespiquen,"Bug
Flying",,Pressure,Unnerve,,['ZU'],"HP
70","Atk
80","Def
102","SpA
80","SpD
102","Spe
40"
Vibrava,"Ground
Dragon",,Levitate,,,['NFE'],"HP
50","Atk
70","Def
50","SpA
50","SpD
50","Spe
70"
Victini,"Psychic
Fire",,Victory Star,,,['National Dex'],"HP
100","Atk
100","Def
100","SpA
100","SpD
100","Spe
100"
Victreebel,"Grass
Poison",,Chlorophyll,Gluttony,,['ZU'],"HP
80","Atk
105","Def
65","SpA
100","SpD
70","Spe
70"
Vigoroth,Normal,,Vital Spirit,,,['NFE'],"HP
80","Atk
80","Def
80","SpA
55","SpD
55","Spe
90"
Vikavolt,"Bug
Electric",,Levitate,,,['ZU'],"HP
77","Atk
70","Def
90","SpA
145","SpD
75","Spe
43"
Vikavolt-Totem,"Bug
Electric",,Levitate,,,['National Dex'],"HP
77","Atk
70","Def
90","SpA
145","SpD
75","Spe
43"
Vileplume,"Grass
Poison",,Chlorophyll,Effect Spore,,['NU'],"HP
75","Atk
80","Def
85","SpA
110","SpD
90","Spe
50"
Virizion,"Grass
Fighting",,Justified,,,['ZU'],"HP
91","Atk
90","Def
72","SpA
90","SpD
129","Spe
108"
Vivillon,"Bug
Flying",,Shield Dust,Friend Guard,Compound Eyes,['ZU'],"HP
80","Atk
52","Def
50","SpA
90","SpD
50","Spe
89"
Vivillon-Fancy,"Bug
Flying",,Shield Dust,Friend Guard,Compound Eyes,['ZU'],"HP
80","Atk
52","Def
50","SpA
90","SpD
50","Spe
89"
Vivillon-Pokeball,"Bug
Flying",,Shield Dust,Friend Guard,Compound Eyes,['ZU'],"HP
80","Atk
52","Def
50","SpA
90","SpD
50","Spe
89"
Volbeat,Bug,,Illuminate,Prankster,Swarm,['ZU'],"HP
65","Atk
73","Def
75","SpA
47","SpD
85","Spe
85"
Volcanion,"Fire
Water",,Water Absorb,,,['RU'],"HP
80","Atk
110","Def
120","SpA
130","SpD
90","Spe
70"
Volcarona,"Bug
Fire",,Flame Body,Swarm,,['Uber'],"HP
85","Atk
60","Def
65","SpA
135","SpD
105","Spe
100"
Volkraken,"Water
Fire",,Analytic,Pressure,Infiltrator,['CAP'],"HP
100","Atk
45","Def
80","SpA
135","SpD
100","Spe
95"
Volkritter,"Water
Fire",,Anticipation,Unnerve,Infiltrator,[],"HP
60","Atk
30","Def
50","SpA
80","SpD
60","Spe
70"
Voltorb,Electric,,Soundproof,Aftermath,Static,['LC'],"HP
40","Atk
30","Def
50","SpA
55","SpD
55","Spe
100"
Voltorb-Hisui,"Electric
Grass",,Soundproof,Aftermath,Static,['NFE'],"HP
40","Atk
30","Def
50","SpA
55","SpD
55","Spe
100"
Voodoll,"Normal
Dark",,Volt Absorb,Cursed Body,Lightning Rod,[],"HP
55","Atk
40","Def
55","SpA
75","SpD
50","Spe
70"
Voodoom,"Fighting
Dark",,Volt Absorb,Cursed Body,Lightning Rod,['CAP'],"HP
90","Atk
85","Def
80","SpA
130","SpD
80","Spe
110"
Vullaby,"Dark
Flying",,Big Pecks,Weak Armor,Overcoat,['LC'],"HP
70","Atk
55","Def
75","SpA
45","SpD
65","Spe
60"
Vulpix,Fire,,Flash Fire,Drought,,['NFE'],"HP
38","Atk
41","Def
40","SpA
50","SpD
65","Spe
65"
Vulpix-Alola,Ice,,Snow Cloak,Snow Warning,,['NFE'],"HP
38","Atk
41","Def
40","SpA
50","SpD
65","Spe
65"
Wailmer,Water,,Water Veil,Pressure,Oblivious,['National Dex'],"HP
130","Atk
70","Def
35","SpA
70","SpD
35","Spe
60"
Wailord,Water,,Water Veil,Pressure,Oblivious,['National Dex'],"HP
170","Atk
90","Def
45","SpA
90","SpD
45","Spe
60"
Walking Wake,"Water
Dragon",,Protosynthesis,,,['OU'],"HP
99","Atk
83","Def
91","SpA
125","SpD
83","Spe
109"
Walrein,"Ice
Water",,Thick Fat,Oblivious,Ice Body,['National Dex'],"HP
110","Atk
80","Def
90","SpA
95","SpD
90","Spe
65"
Wartortle,Water,,Torrent,Rain Dish,,['NFE'],"HP
59","Atk
63","Def
80","SpA
65","SpD
80","Spe
58"
Watchog,Normal,,Illuminate,Analytic,Keen Eye,['National Dex'],"HP
60","Atk
85","Def
69","SpA
60","SpD
69","Spe
77"
Wattrel,"Electric
Flying",,Wind Power,Competitive,Volt Absorb,['LC'],"HP
40","Atk
40","Def
35","SpA
55","SpD
40","Spe
70"
Weavile,"Dark
Ice",,Pressure,Pickpocket,,['UU'],"HP
70","Atk
120","Def
65","SpA
45","SpD
85","Spe
125"
Weedle,"Bug
Poison",,Shield Dust,Run Away,,['National Dex'],"HP
40","Atk
35","Def
30","SpA
20","SpD
20","Spe
50"
Weepinbell,"Grass
Poison",,Chlorophyll,Gluttony,,['NFE'],"HP
65","Atk
90","Def
50","SpA
85","SpD
45","Spe
55"
Weezing,Poison,,Levitate,Stench,Neutralizing Gas,['ZU'],"HP
65","Atk
90","Def
120","SpA
85","SpD
70","Spe
60"
Weezing-Galar,"Poison
Fairy",,Levitate,Misty Surge,Neutralizing Gas,['RU'],"HP
65","Atk
90","Def
120","SpA
85","SpD
70","Spe
60"
Whimsicott,"Grass
Fairy",,Prankster,Chlorophyll,Infiltrator,['ZU'],"HP
60","Atk
67","Def
85","SpA
77","SpD
75","Spe
116"
Whirlipede,"Bug
Poison",,Poison Point,Speed Boost,Swarm,['National Dex'],"HP
40","Atk
55","Def
99","SpA
40","SpD
79","Spe
47"
Whiscash,"Water
Ground",,Oblivious,Hydration,Anticipation,['ZU'],"HP
110","Atk
78","Def
73","SpA
76","SpD
71","Spe
60"
Whismur,Normal,,Soundproof,Rattled,,['National Dex'],"HP
64","Atk
51","Def
23","SpA
51","SpD
23","Spe
28"
Wigglytuff,"Normal
Fairy",,Cute Charm,Frisk,Competitive,['ZU'],"HP
140","Atk
70","Def
45","SpA
85","SpD
50","Spe
45"
Wiglett,Water,,Gooey,Sand Veil,Rattled,['LC'],"HP
10","Atk
55","Def
25","SpA
35","SpD
25","Spe
95"
Wimpod,"Bug
Water",,Wimp Out,,,['National Dex'],"HP
25","Atk
35","Def
40","SpA
20","SpD
30","Spe
80"
Wingull,"Water
Flying",,Keen Eye,Rain Dish,Hydration,['LC'],"HP
40","Atk
30","Def
30","SpA
55","SpD
30","Spe
85"
Wishiwashi,Water,,Schooling,,,['National Dex'],"HP
45","Atk
20","Def
20","SpA
25","SpD
25","Spe
40"
Wishiwashi-School,Water,,Schooling,,,['National Dex'],"HP
45","Atk
140","Def
130","SpA
140","SpD
135","Spe
30"
Wo-Chien,"Dark
Grass",,Tablets of Ruin,,,['PU'],"HP
85","Atk
85","Def
100","SpA
95","SpD
135","Spe
70"
Wobbuffet,Psychic,,Shadow Tag,Telepathy,,['National Dex'],"HP
190","Atk
33","Def
58","SpA
33","SpD
58","Spe
33"
Woobat,"Psychic
Flying",,Unaware,Simple,Klutz,['National Dex'],"HP
65","Atk
45","Def
43","SpA
55","SpD
43","Spe
72"
Wooloo,Normal,,Fluffy,Bulletproof,Run Away,['National Dex'],"HP
42","Atk
40","Def
55","SpA
40","SpD
45","Spe
48"
Wooper,"Water
Ground",,Damp,Unaware,Water Absorb,['LC'],"HP
55","Atk
45","Def
45","SpA
25","SpD
25","Spe
15"
Wooper-Paldea,"Poison
Ground",,Poison Point,Unaware,Water Absorb,['LC'],"HP
55","Atk
45","Def
45","SpA
25","SpD
25","Spe
15"
Wormadam,"Bug
Grass",,Anticipation,Overcoat,,['National Dex'],"HP
60","Atk
59","Def
85","SpA
79","SpD
105","Spe
36"
Wormadam-Sandy,"Bug
Ground",,Anticipation,Overcoat,,['National Dex'],"HP
60","Atk
79","Def
105","SpA
59","SpD
85","Spe
36"
Wormadam-Trash,"Bug
Steel",,Anticipation,Overcoat,,['National Dex'],"HP
60","Atk
69","Def
95","SpA
69","SpD
95","Spe
36"
Wugtrio,Water,,Gooey,Sand Veil,Rattled,['ZU'],"HP
35","Atk
100","Def
50","SpA
50","SpD
70","Spe
120"
Wurmple,Bug,,Shield Dust,Run Away,,['National Dex'],"HP
45","Atk
45","Def
35","SpA
20","SpD
30","Spe
20"
Wynaut,Psychic,,Shadow Tag,Telepathy,,['National Dex'],"HP
95","Atk
23","Def
48","SpA
23","SpD
48","Spe
23"
Wyrdeer,"Normal
Psychic",,Intimidate,Sap Sipper,Frisk,['ZU'],"HP
103","Atk
105","Def
72","SpA
105","SpD
75","Spe
65"
